time,id,x,y,z
0.0,55459,-0.14158806204795837,-0.25654107332229614,0.4448142945766449
0.0,55474,0.02577529102563858,-0.3387717604637146,1.0681573152542114
0.0,56031,0.07734023779630661,-0.34037983417510986,1.4503414630889893
0.0,56032,0.08380895107984543,-0.37046319246292114,1.3939845561981201
0.0,56047,0.20398417115211487,-0.22896353900432587,0.44686946272850037
0.0,56053,0.2997654974460602,-0.19044090807437897,1.1275194883346558
0.0,56054,0.29414984583854675,-0.21778486669063568,1.269402265548706
0.0,56056,-0.11140884459018707,-0.18132145702838898,0.521599531173706
0.0,56057,0.27303358912467957,-0.07239914685487747,0.8627009391784668
0.0,56059,0.2912586033344269,-0.1327049881219864,1.0253896713256836
0.0,56060,0.20024195313453674,-0.23082570731639862,0.20073725283145905
0.0,56077,0.0199863463640213,-0.35723876953125,1.1303017139434814
0.0,56098,-0.13099056482315063,-0.24077941477298737,0.19797101616859436
0.0,56487,-0.24147722125053406,-0.22477883100509644,1.242153525352478
0.0,56517,0.19998562335968018,-0.20340657234191895,0.5558649301528931
0.0,56533,-0.2294302135705948,-0.14744256436824799,1.044237732887268
0.0,56537,0.2378045618534088,-0.1927068531513214,0.8281214237213135
0.0,56539,-0.23962534964084625,-0.17805695533752441,1.1054222583770752
0.0,56540,-0.201792910695076,-0.09378929436206818,0.8805939555168152
0.0,56610,-0.15809324383735657,-0.16194689273834229,0.7933946847915649
0.008333333333212067,55459,-0.1415928453207016,-0.2566397190093994,0.4447925090789795
0.008333333333212067,55474,0.0257417019456625,-0.3387436270713806,1.0681300163269043
0.008333333333212067,56031,0.07731539756059647,-0.3403790593147278,1.4503021240234375
0.008333333333212067,56032,0.08379010111093521,-0.37046942114830017,1.3939406871795654
0.008333333333212067,56047,0.20398803055286407,-0.22919605672359467,0.44688746333122253
0.008333333333212067,56053,0.2996896803379059,-0.19047383964061737,1.127457857131958
0.008333333333212067,56054,0.2941243052482605,-0.21781522035598755,1.269331932067871
0.008333333333212067,56056,-0.11149571090936661,-0.18142247200012207,0.5215824842453003
0.008333333333212067,56057,0.2728836238384247,-0.07240728288888931,0.8626438975334167
0.008333333333212067,56059,0.29118481278419495,-0.13277122378349304,1.0253424644470215
0.008333333333212067,56060,0.20025233924388885,-0.2309715896844864,0.2008010447025299
0.008333333333212067,56077,0.019950242713093758,-0.35718509554862976,1.1302616596221924
0.008333333333212067,56098,-0.13103897869586945,-0.2408372461795807,0.1979864239692688
0.008333333333212067,56487,-0.24146682024002075,-0.224820077419281,1.2421178817749023
0.008333333333212067,56517,0.19991040229797363,-0.20354509353637695,0.5558398962020874
0.008333333333212067,56533,-0.229493647813797,-0.147512286901474,1.044182300567627
0.008333333333212067,56537,0.23780953884124756,-0.19271782040596008,0.828123152256012
0.008333333333212067,56539,-0.23967723548412323,-0.178071990609169,1.1053270101547241
0.008333333333212067,56540,-0.20191004872322083,-0.0939115360379219,0.8804956078529358
0.008333333333212067,56610,-0.1582038849592209,-0.16197386384010315,0.7933945059776306
0.016666666666878882,55459,-0.13840781152248383,-0.2569040358066559,0.44370126724243164
0.016666666666878882,55474,0.025710834190249443,-0.33871087431907654,1.0680936574935913
0.016666666666878882,56031,0.07730737328529358,-0.3403763771057129,1.4502607583999634
0.016666666666878882,56032,0.08375214785337448,-0.37047693133354187,1.393895149230957
0.016666666666878882,56047,0.20395410060882568,-0.22942468523979187,0.446916788816452
0.016666666666878882,56053,0.299633651971817,-0.19050592184066772,1.127371907234192
0.016666666666878882,56054,0.2940881848335266,-0.2178451269865036,1.2692683935165405
0.016666666666878882,56056,-0.11152569949626923,-0.18147936463356018,0.5215370059013367
0.016666666666878882,56057,0.2727400064468384,-0.07238508015871048,0.8625941276550293
0.016666666666878882,56059,0.2910499572753906,-0.13277645409107208,1.0252851247787476
0.016666666666878882,56060,0.2002539187669754,-0.23110252618789673,0.20081868767738342
