id,body part
56098,11
56060,21
55459,12
56047,22
56056,13
56517,23
56610,14
56537,24
55474,51
56077,52
56032,53
56031,54
56054,41
56487,31
56053,42
56539,32
56533,33
56059,43
56540,34
56057,44
