id,body part
54074,11
53954,21
54076,12
53960,22
54812,13
54355,23
54451,14
54415,24
54168,51
54169,52
53975,53
53114,54
54691,41
54135,31
54146,32
54246,42
54155,33
53963,43
54156,34
54132,44
