id,body part
51258,11
51263,21
51243,12
51340,22
51798,13
51787,23
51822,14
51329,24
51297,51
51265,52
51646,53
51661,54
51811,31
51242,41
51244,32
51225,42
51232,43
51236,33
51298,44
51758,34
