id,body part
62157,11
62025,21
62054,12
62020,22
61953,13
62027,23
62051,14
62093,24
61858,51
61895,52
62052,53
62055,54
61955,31
62007,41
62070,32
57341,42
62049,33
57344,43
62048,34
61997,44
