time,id,x,y,z
0.0,51253,-0.008504183031618595,-0.3633674681186676,1.355836033821106
0.0,51255,-0.16622154414653778,-0.23062843084335327,0.11966264992952347
0.0,51257,0.2682604491710663,-0.11628329008817673,0.8707379698753357
0.0,51272,-0.012190953828394413,-0.34091639518737793,1.4161858558654785
0.0,51324,-0.17681974172592163,-0.19460150599479675,0.3620603084564209
0.0,51327,-0.27763810753822327,-0.09607503563165665,0.8909128904342651
0.0,51329,-0.16854192316532135,-0.18345226347446442,0.43497133255004883
0.0,51330,-0.3104924261569977,-0.1529061198234558,1.0526204109191895
0.0,51331,-0.3062770664691925,-0.18257483839988708,1.1408272981643677
0.0,51332,0.17505545914173126,-0.19914229214191437,0.4128844439983368
0.0,51333,-0.19309793412685394,-0.10726600140333176,0.6985291838645935
0.0,51336,0.17390219867229462,-0.22778668999671936,0.16814610362052917
0.0,51338,0.2760046422481537,-0.1912371665239334,1.0288395881652832
0.0,51342,0.1638285517692566,-0.18739376962184906,0.4655710458755493
0.0,51345,0.19271211326122284,-0.14299871027469635,0.7361253499984741
0.0,51346,-0.00950288213789463,-0.32556068897247314,1.1278691291809082
0.0,51348,0.2659114599227905,-0.2228817343711853,1.1151660680770874
0.0,51351,-0.008146495558321476,-0.318357914686203,1.0638716220855713
0.008333333333212067,51253,-0.008358723483979702,-0.36313119530677795,1.3555532693862915
0.008333333333212067,51255,-0.16619347035884857,-0.2306094616651535,0.11964696645736694
0.008333333333212067,51257,0.26846736669540405,-0.11617188155651093,0.8707021474838257
0.008333333333212067,51272,-0.0121303154155612,-0.34075698256492615,1.4159427881240845
0.008333333333212067,51324,-0.17672155797481537,-0.1944066882133484,0.36206817626953125
0.008333333333212067,51327,-0.2777631878852844,-0.09550248831510544,0.890785813331604
0.008333333333212067,51329,-0.16843199729919434,-0.183272123336792,0.43491604924201965
0.008333333333212067,51330,-0.3105270266532898,-0.15261059999465942,1.0523771047592163
0.008333333333212067,51331,-0.3063054084777832,-0.18238288164138794,1.1405709981918335
0.008333333333212067,51332,0.17516030371189117,-0.1988995373249054,0.41286978125572205
0.008333333333212067,51333,-0.19206374883651733,-0.10630478709936142,0.6982215046882629
