id,body part
51255,11
51336,21
51324,12
51332,22
51329,13
51342,23
51333,14
51345,24
51351,51
51346,52
51253,53
51272,54
51340,41
51348,41
51288,32
51331,32
51338,43
51330,33
51257,44
51327,34
