id,body part
57061,11
56981,21
57041,12
57064,22
57065,23
57049,13
57030,24
57031,14
56994,51
56985,52
57063,53
57039,54
57024,41
57062,31
57036,42
57055,32
57057,33
57040,43
57050,34
57034,44
