id,body part
54074,11
53954,21
54076,12
53960,22
54183,13
54123,23
54178,14
54115,24
54168,51
54169,52
53975,53
53114,54
54189,41
54135,31
53962,42
54146,32
54155,33
53963,43
54156,34
54132,44
