id,body part
52059,11
52067,21
52057,12
52048,22
52068,23
52038,13
52065,24
52053,14
52061,50
52062,51
52066,52
52060,53
52025,41
52021,41
52001,32
51999,32
52055,33
52012,43
52000,44
