id,body part
52595,21
52791,11
52594,22
52806,12
52769,23
52854,13
52956,24
52952,14
52772,51
52770,52
52763,53
52768,54
52616,41
52835,31
52832,42
52837,32
52836,33
52831,43
52834,34
52487,44
