time,leg left,leg right,arm left,arm right,back,floor/left leg,floor/right leg,left leg/lower back,right leg/lower back,left arm/upper back,right arm/upper back,left leg/back,right leg/back,left arm/back,right arm/back
0.0,178.98902118102862,174.74788512994172,156.61744121263033,161.27072685891653,131.2718510084432,83.62558327631307,87.28119270737335,174.72006093838422,163.79933400416851,48.738481047518945,56.477396438956745,174.56950796030145,171.91893068018152,10.551102766128954,17.11819464324028
0.008333333333212067,179.0090324690068,174.75488925073003,156.62762128383486,161.33470076952793,131.29313321315982,83.62502833106501,87.28326166729578,174.69056627315928,163.78608576427388,48.69272864594876,56.450651399705734,174.58750882878917,171.92440547613333,10.536589257343575,17.092078633641574
0.01666666666665151,179.02047455917534,174.74767443137577,156.69946354851405,161.43033587928826,131.335321179163,83.61505416658436,87.27915169532575,174.67129787833537,163.7743433643518,48.65186538180514,56.415254632555914,174.5982956753897,171.91428992402692,10.53098505201947,17.067305842042423
0.024999999999863576,179.02940176458392,174.73934843126838,156.77722189956535,161.5134073302405,131.4270768913957,83.61545435198006,87.28150497092723,174.67696282666,163.75362287002338,48.59705322159652,56.36339462086528,174.61860987689272,171.90634629262897,10.514282200783379,17.048965251420814
0.03333333333330302,179.04218838829425,174.73403587537706,156.87491536760209,161.61030143987577,131.514846644045,83.61465195501074,87.27706017271673,174.64415027224393,163.73798448644146,48.51594427941285,56.263360820053634,174.64106653596494,171.89500115977953,10.522033858578357,17.01066425267032
0.041666666666515084,179.0466302959236,174.73239852410146,156.97841130467395,161.71635443910714,131.5328538645051,83.60918398127873,87.2754263438509,174.6054821715187,163.71334254209503,48.46677172808676,56.22705014675615,174.65302985589918,171.89612172173884,10.494228689053934,16.984337117936768
0.049999999999954525,179.05088013077074,174.72944142026864,157.11556080729767,161.82117737845533,131.5705711219515,83.60634244563988,87.27366509733909,174.60382312063413,163.71754435114912,48.45730720581795,56.1844386607013,174.66600087561855,171.89539314899972,10.47931468577043,16.94532967666169
0.05833333333316659,179.05355472033568,174.7231011144574,157.22904438026993,161.91942970797112,131.60976016878146,83.60124498325413,87.26753337585713,174.59717787219586,163.70132359554873,48.418610806235975,56.13926723313492,174.66991178723458,171.88942991544883,10.459531036828496,16.91313094798728
0.06666666666660603,179.06578589563355,174.72286365192906,157.32568802658383,162.01581399885998,131.658976150756,83.59385690758207,87.2637177002845,174.6002250637424,163.7236746159756,48.40035015117876,56.08523301136283,174.680384249766,171.8929674386346,10.456194554200994,16.871239065986874
0.07500000000004547,179.071378030304,174.72135861149215,157.4302259420657,162.36498877661558,131.71057903083107,83.58737267558148,87.25582574523492,174.59566415809292,163.72299284616867,48.36821058576906,56.0647498476613,174.69293301466706,171.89136855789687,10.4367801417748,16.77402177365847
0.08333333333325754,179.04891764238954,174.708161779308,157.57660045880738,162.47626632226064,131.73234859792382,83.66641820075276,87.25663704817003,174.58506194383864,163.69072939432849,48.356281621004555,56.04226773272554,174.7024176618846,171.88276945350057,10.426091250158855,16.744205514557212
0.09166666666669698,179.08692632051373,174.6984590654258,157.73224645351561,162.59363346442439,131.8088207830631,83.59170300818205,87.24911970933893,174.60397617491566,163.69507396906153,48.30436588538885,55.97144296421456,174.71412438234546,171.86321185673594,10.389974287446243,16.6845741967462
0.09999999999990905,179.09285449372544,174.7017865841018,157.89346083546664,162.76122017279405,131.83662322415282,83.58861121488073,87.23938682230948,174.58073338306286,163.68916624683925,48.267610800889,55.929904880442656,174.73084571423237,171.8553897135168,10.348939302953871,16.647872520657366
0.10833333333334849,179.08853389065575,174.69133568863055,158.05900994835218,162.90308440719747,131.9112326698629,83.5713709141391,87.23515146852091,174.6266397941633,163.6526249924426,48.23348852479102,55.90217068558407,174.74112958841252,171.84040130330422,10.317526772546952,16.61237913937195
0.11666666666656056,179.0974417014861,174.67888257130667,158.22080718921242,163.0744448055085,131.38634720620993,83.57659980734154,87.22774907428087,174.03657448704956,163.37102920341331,48.17318508818003,55.85029962536895,174.77435440816618,171.81273437339115,10.191683105696502,16.49038322140457
0.125,179.09422566924042,174.68542040019614,158.36804628092753,163.23982339523494,131.42496312486577,83.57588376411651,87.22149850920482,174.00447361635432,163.3555624739796,48.08845443189821,55.771900352993065,174.7846397071703,171.81105934918443,10.137975188120228,16.43639963700928
0.13333333333321207,179.05804353016103,174.67153083221527,157.36841846994201,163.41030488816662,131.4582385416528,83.64553210768354,87.2051287162672,174.0199797112339,163.33669435577818,48.72109297836239,55.75284396146963,174.80462638882858,171.78854221216915,12.835394562652763,16.384136650442237
0.1416666666666515,179.10218005662685,174.67685727166588,157.5747103935635,163.5506794379203,131.461343290941,83.56983218928816,87.19080940016377,173.95664768686325,163.29178312620706,48.67762515711188,55.666111782141556,174.8225709367759,171.7786652582937,12.815335192143362,16.313981471256827
0.14999999999986358,179.1115599944094,174.68972333279402,158.91681968782018,163.71779773044577,131.5003065542654,83.56051188827848,87.17227185062687,173.90633381550575,163.25224097426297,47.97453902597763,55.59108106143183,174.84589122392748,171.76096315106457,10.015973141372061,16.256632721947163
0.15833333333330302,179.124344117234,174.69622511588113,159.05465767552053,163.84895331800686,131.50961884655192,83.56400489847559,87.15759266942729,173.81897769584907,163.2025879785468,47.881371462670586,55.486062803104545,174.8628405103483,171.75433198349407,9.965145117325756,16.177783560542423
0.16666666666651508,179.0887260194055,174.69932889502994,159.25439372741155,163.96782333727313,131.53223290760047,83.63508982784481,87.13837540837181,173.77129147578617,163.17483391010123,47.817609606647174,55.38379993732704,174.87736424168972,171.73714297635524,9.92037089826073,16.10634289366764
