time,arm left,arm right,legs left,legs right
0.0,7.578874450875485,6.438358911872631,20.608984468114897,34.23628043180452
0.008333333333212067,7.5409727533894815,6.357344164894767,20.48735134143465,34.23732347424641
0.016666666666424135,7.485833754773391,6.369705404759767,20.60753962017929,34.22725231126321
0.02500000000009095,7.454545902310611,6.361882742953587,20.46696518967223,34.21515854602269
0.03333333333330302,7.421214560809493,6.322745099829368,20.578470899775045,34.21127066521022
0.041666666666515084,7.394768407625658,6.294017306668186,20.7126964554851,34.16186774965858
0.04999999999972715,7.358254878594426,6.239348890456413,20.72067007172174,34.14708660935429
0.058333333333393966,7.326744627064167,6.244306639804743,20.579126360176218,34.14777626836747
0.06666666666660603,7.300317747309821,6.273803436973165,20.654657997376653,34.13565255323596
0.0749999999998181,7.270703892847189,6.227654621011779,20.499648047955976,34.14211747631397
0.08333333333303017,7.236251116654911,6.206607748347513,20.482764228118587,34.15231994880054
0.09166666666669698,7.196083846499214,6.230851796214696,20.48857935203134,34.15493224644065
0.09999999999990905,7.194286272165475,6.224872230462619,20.51608499201299,34.13406258471971
0.10833333333312112,7.1504665258029,6.214668999041542,20.499425991372355,34.101002912303215
0.11666666666633319,7.144565964570724,6.211628870254884,20.513993278069872,34.068593414454575
0.125,7.106441715430579,6.198227370449062,20.494040580929255,34.02299929291959
0.13333333333321207,7.097947118519234,6.17537235492532,20.487527351656873,34.010964649824764
0.14166666666642413,7.078208683162556,6.169277193291682,20.488438966354014,33.98012694958229
0.15000000000009095,7.063728434817567,6.115319245728481,20.58664807180233,33.947251244111094
0.15833333333330302,7.039848869262983,6.1012305120001615,20.559303716791046,33.93642829522912
0.16666666666651508,7.019569458502051,6.083663375531914,20.57055739546279,33.895561614739385
0.17499999999972715,6.9947478179073785,6.066042359049469,20.5794122967205,33.88089714381258
0.18333333333339397,6.951994024368918,6.048560358683258,20.60129195763575,33.84698710860684
0.19166666666660603,6.925145842825855,6.015017236654741,20.592058678370815,33.83995860307058
0.1999999999998181,6.8868959608933835,5.97909190489873,20.579949332275458,33.809977921415765
0.20833333333303017,6.861379589847387,5.959964450999572,20.39517871286804,33.787558380934335
0.21666666666669698,6.82692630958858,5.9314861945576745,20.70428558069708,33.787631331026276
0.22499999999990905,6.788906293696729,5.892578274189477,20.70382821152687,33.77230134367596
0.23333333333312112,6.770058599138344,5.868842399919878,20.69553539936324,33.75516646113443
0.24166666666633319,6.779323510514184,5.838764242816202,20.4612884031277,33.74241789184807
0.25,6.745484929691079,5.843323865178989,20.467387092297848,33.73798077498788
0.25833333333321207,6.705252817727145,5.807296310464487,20.589899599444962,33.73382266430429
0.26666666666642413,6.6583077020631585,5.76524110134254,20.584737517757073,33.72452189032877
0.27500000000009095,6.60420080266323,5.731797227334928,20.588088087035917,33.73216077770259
0.283333333333303,6.5512446100739234,5.695873959738176,20.47112628383919,33.732301209459926
0.2916666666665151,6.50117745232913,5.660775977567102,20.477588090996363,33.74245774980526
0.29999999999972715,6.452878486369731,5.601557544639266,20.505026230348662,33.76628194562566
0.30833333333339397,6.375997755571099,5.575239885311474,20.51594245024894,33.773153984167784
0.31666666666660603,6.323922612544482,5.529197063298328,20.527241085495735,33.804020879460666
0.3249999999998181,6.25226409678993,5.43644246307041,20.508820855614935,33.82744208422363
0.33333333333303017,6.186354567723274,5.382892112870944,20.511363179653326,33.85384340445186
0.341666666666697,6.116490863747087,5.379942258740178,20.51576404298747,33.8901194719888
0.34999999999990905,6.0411248447515415,5.287936295977107,20.542414069520436,33.912583689590754
0.3583333333331211,5.96250533534478,5.21472061402286,20.5544385699427,33.956491718982186
0.3666666666663332,5.872958420269131,5.194987306157612,20.706465859868867,33.97047696504717
0.375,5.796759362283338,5.13578812771034,20.753856172534718,33.997823598467626
0.38333333333321207,5.723520691921632,5.082270206444041,20.776591159425774,34.02363805110225
0.39166666666642413,5.646826025240207,4.989246431459381,20.794405264524322,34.05024450474701
0.40000000000009095,5.561736475340109,4.994253918491255,20.803287165062702,34.080603099815036
0.408333333333303,5.495990053933899,4.911092170782439,20.820034612915865,34.10077155061085
0.4166666666665151,5.419529396914931,4.866106826025899,20.824045255339215,34.125764819129124
0.42499999999972715,5.188366947463595,4.834994234671019,20.822426911062266,34.14234634119744
0.43333333333339397,5.121940761379196,4.80393689805556,20.853539315894178,34.14397800408468
0.44166666666660603,5.051659220520987,4.781187477594012,20.718490584849047,34.173623980458075
0.4499999999998181,4.98475903319875,4.794440320611686,20.743883944572676,34.18908136564279
0.45833333333303017,4.90222972483776,4.7570606418140935,20.7477694968019,34.19326579481952
0.466666666666697,4.841630740449463,4.68599578192436,20.879547746836103,34.20439282313331
0.47499999999990905,4.762538816239246,4.644286937645652,20.907957614617374,34.22607781517054
0.4833333333331211,4.665470430674766,4.629446130912182,20.933958653545446,34.22573407792322
0.4916666666663332,4.707190469573195,4.567157393154003,20.963572730659322,34.23560466350346
0.5,4.45598716609558,4.496646990445169,20.832568498461818,34.24646595914061
0.5083333333332121,4.343001226341517,4.410420894408842,20.853526393829405,34.25618576172601
0.5166666666664241,4.2128080165484425,4.329031956408992,20.956031721400887,34.28670189206634
0.525000000000091,4.2267806640325185,4.2026977207854195,20.845816732665963,34.30506075370177
0.533333333333303,4.071219712482187,4.08843300834732,20.945705457888234,34.330851106189485
0.5416666666665151,3.901838348873008,3.9960121466291127,20.95512648868166,34.347829512905385
0.5499999999997272,3.7371450444367302,3.8786846942216657,20.966868789634614,34.359362185241
0.558333333333394,3.5909329207048866,3.7889609349755773,21.006092897346655,34.37168821846541
