time,leg left,leg right,arm left,arm right,back,floor/left leg,floor/right leg,left leg/lower back,right leg/lower back,left arm/upper back,right arm/upper back,left leg/back,right leg/back,left arm/back,right arm/back
0.0,170.39466386585005,177.74184499138423,152.0166681109201,170.71461283737202,132.4995009230682,76.22894663103695,83.58764496623654,159.51601621130854,158.81562158916967,35.68428131923548,48.12661638331655,172.9604864317365,176.77404433179282,7.8512073455163005,19.179037518006066
0.008333333334121562,169.84151593684817,177.60824246167886,151.91450087387557,170.72963697441452,132.41817880494236,75.96923628594051,83.52054118922045,159.7954536411009,158.77911246630376,35.76989862784865,48.10463958833198,173.1132478588159,176.8286028046487,7.936837247531439,19.19322514636354
0.01666666666733363,169.34378560454454,177.54127679094415,151.85740689886876,170.71018472201368,132.3910519148678,75.74792118412637,83.44198756105234,160.18917897562898,158.90366597467425,35.98876058850589,48.095365156851436,173.18973963677448,176.93550068904025,8.049657315451913,19.19418445310091
0.025000000000545697,168.72368950663372,177.48928051660354,151.6602506629129,170.64392432611874,132.69911290884409,75.48041472500725,83.35974578072901,160.81729476942405,159.22289389047327,35.96942573369836,47.93303126775302,173.1698780906987,177.0152562245322,8.090817138865525,19.205566064213574
0.033333333333757764,168.20019454802846,177.3406115300388,151.59114638400752,170.86486305044974,132.68987045321975,75.2675027202519,83.29971320275298,161.2239551379215,159.28089349395592,36.18941183665262,47.987309457880706,173.14874781136479,177.05257230074025,8.235684118700984,19.255508897901223
0.04166666666696983,167.58020778020284,177.2885798511365,151.4549867171898,170.71822370428703,132.69281497317303,75.00778855643766,83.23895881213521,161.7902184348695,159.45430543502812,36.43508146797103,47.99791254530056,173.1584977882483,177.1322168635351,8.313443042967554,19.256831399836695
0.0500000000001819,166.94556263956295,177.1698982146,151.25318686158053,170.71637614323973,132.70597464268204,74.73555277918724,83.1844421710053,162.1621783801269,159.5228322755464,36.440531093535824,47.90829506642619,173.13898171272382,177.1831736117951,8.36178115864975,19.238263929407058
0.058333333333393966,166.3274717173219,177.02307900847384,151.1348107057843,170.78493599496886,132.84546156747928,74.50063543762877,83.14768020403987,162.65347505457902,159.6278346732875,36.49838021680687,47.818506877020624,173.0115226238671,177.19520537769603,8.419600630330446,19.243829797519194
0.06666666666751553,165.74638564340418,176.85620971098888,150.97527206803852,170.8667818097253,132.97003941558876,74.2723997775257,83.13067740053187,163.17370346755513,159.6381447439397,36.39105513839272,47.63796209694376,172.98946311749503,177.15159346107498,8.443026533277,19.16871861824682
0.0750000000007276,165.13395701613558,176.69951704314263,150.83648729550418,170.9603443283176,132.90105305450427,74.03697358937201,83.09514246516108,163.5059841692383,159.60815833003727,36.48324235952201,47.62080339804034,172.85529797054141,177.12412874461342,8.45738094302238,19.140720220699446
0.08333333333393966,164.58489049698238,176.53105816128257,150.70927337924357,170.97165705595296,132.97472907874806,73.80039515445047,83.04975716961226,163.85967507648112,159.62121393685183,36.42599295153548,47.49343363741295,172.74426992777833,177.0975511496385,8.518149439235126,19.0995006758386
0.09166666666715173,164.05110214309778,176.3635538537859,150.52333168065113,171.26877166757268,133.14669250874485,73.6192666775688,83.01817799435297,164.56186055195357,159.8804638850521,36.51554296293359,47.57115681195299,172.5730394031022,177.12031366541459,8.496681159748368,19.134098380780532
0.1000000000003638,163.61361465775875,176.16986151906448,150.43621194950677,171.37715758789628,133.30135618524477,73.41621052303321,83.01205653913225,164.92006688932213,159.96934093099242,36.501163752074135,47.37397784172064,172.4523300085575,177.0826440601696,8.563259227276559,19.00308014827734
0.10833333333357587,163.1899791226323,176.02194958554176,150.37890916483965,171.667565943455,133.36866869027392,73.2555020184029,83.00351166760622,165.17786846558346,159.95710983221798,36.543478434816315,47.32952167024844,172.27164030897978,177.0376113403328,8.668375687084179,19.00416844621152
0.11666666666678793,162.79835763661168,175.84534259831892,150.36302317957646,171.82837507128937,133.26415342365252,73.06766031470261,82.98772608002388,165.3563893986477,159.82336448378763,36.64638398969538,47.267505251135454,172.1460188713947,176.9964412849298,8.727773380819928,18.94117968264131
0.125,162.4654545368713,175.7401326641872,150.33864177483835,172.05033326557748,133.35838638148533,72.92726383411305,82.98150764282248,165.63276209965096,159.88065240624255,36.695849382683456,47.16967763858803,172.04414532706986,176.9653846126241,8.832357684300773,18.90478505401331
0.13333333333412156,162.10995699415707,175.63817961422512,150.22902809774112,172.21365243709414,133.34386072709094,72.76695163063206,82.96498226468412,165.84223455825182,159.9207741362968,36.747780210229855,47.12972810323122,171.88650468728187,176.93485047818427,8.83847299999745,18.836063777446455
0.14166666666733363,161.87571815864166,175.57077957107566,150.13618322263997,172.22760316718825,133.3260422080721,72.62468413114804,82.94489498100579,166.03088243464,159.9866994562862,36.79130769113626,47.08813400678012,171.83709314157537,176.94392905799646,8.825604198508396,18.760312366389407
0.1500000000005457,161.61202971520513,175.52029653234723,150.07890464383024,172.5189362817017,133.50387849982192,72.49212709828223,82.93167042076419,166.19335606759873,160.00301868761264,36.6373820928546,46.83821836278264,171.69850126427258,176.92567096286888,8.81297968235814,18.715562150817604
0.15833333333375776,161.45803590664212,175.48928860203205,149.9750175985211,172.4721883158704,133.6465065263715,72.38148820637888,82.90692996929687,166.29888507465168,160.08928091021804,36.549053727373206,46.62275026865628,171.6229449861352,176.917913468109,8.849690381131767,18.61901190668114
0.16666666666696983,161.33941364729571,175.45664434052685,149.92428567904244,172.72161950451732,133.6636875536273,72.2920167616579,82.8851501428778,166.2468188682145,160.10108624083966,36.50957683450227,46.501915886163076,171.51215954196508,176.9179774934902,8.861741617616598,18.530643067528473
