id,body part
51258,11
51263,21
51243,12
51340,22
51669,13
51692,23
51699,14
51329,24
51297,51
51265,52
51646,53
51661,54
51652,31
51242,41
51244,32
51225,42
51232,43
51236,33
51298,44
51664,34
