id,body part
57137,11
57132,21
57138,12
57130,22
57140,13
57265,23
57276,14
57278,24
57134,51
57133,52
57135,53
57136,54
57121,41
57143,31
57128,42
57144,32
57145,33
57127,43
57203,34
57126,44
