id,body part
54930,11
55006,21
54933,12
55003,22
55028,23
54943,13
54758,24
54766,14
54776,51
55026,52
55017,53
54986,54
55096,41
54990,31
55099,42
54994,32
55004,33
55093,43
54973,34
55010,44
